store_number,store_url,name,street,city,state,postal_code,country,phone,facility_type,latitude,longitude,hours,complete_address
5041,https://www.nike.com/retail/s/nike-linking-6,Nike Linking 6,"Ground floor, Plot No 85, Ramee Emerald-II Linking Road, Opp. ICICI Bank",Mumbai,Maharashtra,400054,IN,22 2 646 1994,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,19.1312618220042,72.8234249341636,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00","Ground floor, Plot No 85, Ramee Emerald-II Linking Road, Opp. ICICI Bank Mumbai Maharashtra 400054"
268803,https://www.nike.com/retail/s/安徽省合肥市宝胜政务区银泰城beacon 750,安徽省合肥市宝胜政务区银泰城BEACON 750,安徽省合肥市政务区潜山路190号3号门1楼  ,合肥,安徽,230031,CN,+86 18019913504,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,31.8172093813,117.232977811,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00",安徽省合肥市政务区潜山路190号3号门1楼   合肥 安徽 230031
26268,https://www.nike.com/retail/s/nike-yeonsinnae,나이키 연신내,통일로 826  ,은평구,서울특별시,03350,KR,+82 2 383 6158,FRANCHISEE_PARTNER_STORE,37.61760434,126.9229009,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:10:00 - 09:00",통일로 826   은평구 서울특별시 03350
3019,https://www.nike.com/retail/s/nike-kichijoji-running,Nike Kichijoji Running,吉祥寺本町2-16-15  ,武蔵野市,東京都,180-0004,JP,+81 422 28 0833,NIKE_OWNED_STORE,35.7056,139.5769,"monday:12:00 - 07:00, tuesday:12:00 - 07:00, wednesday:12:00 - 07:00, thursday:12:00 - 07:00, friday:12:00 - 07:00, saturday:11:00 - 08:00, sunday:11:00 - 08:00",吉祥寺本町2-16-15   武蔵野市 東京都 180-0004
530912,https://www.nike.com/retail/s/nike-kids沈阳和平万象城店,NIKE KIDS沈阳和平万象城店,沈阳市和平区青年大街288号万象城6层698  ,沈阳,辽宁,110000,CN,+86 15002430159,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,41.776376,123.434278,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00",沈阳市和平区青年大街288号万象城6层698   沈阳 辽宁 110000
2776,https://www.nike.com/retail/s/malatya,Nike Store Malatya (Partnered),İnönü Caddesi MalatyaPark Avm. No:192 1K.100 ,MALATYA,,44000,TR,+90 422 211 51 97,FRANCHISEE_PARTNER_STORE,38.349675,38.295999,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00",İnönü Caddesi MalatyaPark Avm. No:192 1K.100  MALATYA  44000
2441,https://www.nike.com/retail/s/nike-store-golden-hall,Nike Store Golden Hall (Partnered),37A Kifisias & Spirou Loui  ,Marousi,ATIKI,151 23,GR,(+30) 211 19 95 374,FRANCHISEE_PARTNER_STORE,38.0251582,23.7891041,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 08:00, sunday:Closed",37A Kifisias & Spirou Loui   Marousi ATIKI 151 23
810,https://www.nike.com/retail/s/valladolid-nike-factory-store,Nike Factory Store Valladolid,"Rio Shopping Calle Me Falta un Tornillo, 3 ",Valladolid,Valladolid,47195,ES,+34 983 599 766,NIKE_OWNED_STORE,41.6307556,-4.784951,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:Closed","Rio Shopping Calle Me Falta un Tornillo, 3  Valladolid Valladolid 47195"
229,https://www.nike.com/retail/s/nike-by-citycentre,Nike by CITYCENTRE,822 Town and Country Blvd. Suite 106  ,Houston,TX,77024,US,713-344-0214,NIKE_OWNED_STORE,29.781622,-95.561044,"monday:10:00 - 08:00, tuesday:10:00 - 08:00, wednesday:10:00 - 08:00, thursday:10:00 - 08:00, friday:10:00 - 08:00, saturday:10:00 - 08:00, sunday:11:00 - 07:00",822 Town and Country Blvd. Suite 106   Houston TX 77024
850,https://www.nike.com/retail/s/nike-lambton-quay,Nike Lambton Quay,222 Lambton Quay  ,Wellington,,6011,NZ,(04) 4990811,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,-41.282865,174.775368,"monday:09:00 - 06:00, tuesday:09:00 - 06:00, wednesday:09:00 - 06:00, thursday:09:00 - 06:00, friday:09:00 - 06:00, saturday:09:00 - 05:00, sunday:10:00 - 05:00",222 Lambton Quay   Wellington  6011
522129,https://www.nike.com/retail/s/nike-mitikah,NIKE MITIKAH,AV REAL MAYORAZGO 130. CC MITIKAH 2N 35 3 Colonia Xoco,Ciudad de mexico,mexico,03330,MX,5,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,19.3600094,-99.1688303,"monday:11:00 - 08:00, tuesday:11:00 - 08:00, wednesday:11:00 - 08:00, thursday:11:00 - 08:00, friday:11:00 - 08:00, saturday:11:00 - 08:00, sunday:11:00 - 08:00",AV REAL MAYORAZGO 130. CC MITIKAH 2N 35 3 Colonia Xoco Ciudad de mexico mexico 03330
639,https://www.nike.com/retail/s/bilbao-nike-factory-store,Nike Factory Store Bilbao,Park Avenue Fashionoutlet Erribera Etorbidea ,Barakaldo,,48902,ES,+34 9447 80342,NIKE_OWNED_STORE,43.29676,-3.001443,"monday:Closed, tuesday:Closed, wednesday:Closed, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:Closed",Park Avenue Fashionoutlet Erribera Etorbidea  Barakaldo  48902
5092752,https://www.nike.com/retail/s/central-plaza-ladprao,Central Plaza Ladprao,"Central Plaza Ladprao 1697. Unit 308/2 309/2 , Floor 3. Phaholyothin Road Jatujak",Bangkok,Bangkok,10900,TH,+662 937 0340,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,13.818007,100.560846,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00","Central Plaza Ladprao 1697. Unit 308/2 309/2 , Floor 3. Phaholyothin Road Jatujak Bangkok Bangkok 10900"
85938,https://www.nike.com/retail/s/nike-ak-&-sejong,나이키 AK 세종,한누리대로 411 1층  ,세종시,충청남도,30116,KR,+82 44 960 5104,FRANCHISEE_PARTNER_STORE,36.50125179,127.258885,"monday:11:00 - 08:00, tuesday:11:00 - 08:00, wednesday:11:00 - 08:00, thursday:11:00 - 08:00, friday:11:00 - 08:00, saturday:11:00 - 08:00, sunday:11:00 - 08:00",한누리대로 411 1층   세종시 충청남도 30116
8007,https://www.nike.com/retail/s/nike-by-auckland,Nike By Auckland,228 Queen Street  ,Auckland CBD,,1010,NZ,+64 09 973 0828,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,-36.8494856,174.7654775,"monday:10:00 - 06:00, tuesday:10:00 - 06:00, wednesday:10:00 - 06:00, thursday:10:00 - 07:00, friday:10:00 - 07:00, saturday:10:00 - 06:00, sunday:10:00 - 06:00",228 Queen Street   Auckland CBD  1010
411,https://www.nike.com/retail/s/nike-by-santana-row,Nike by Santana Row,"333 Santana Row, Suite 1000  ",San Jose,CA,95128,US,408-216-7067,NIKE_OWNED_STORE,37.322522,-121.948068,"monday:11:00 - 07:00, tuesday:11:00 - 07:00, wednesday:11:00 - 07:00, thursday:11:00 - 07:00, friday:11:00 - 08:00, saturday:11:00 - 08:00, sunday:11:00 - 07:00","333 Santana Row, Suite 1000   San Jose CA 95128"
269457,https://www.nike.com/retail/s/河北邯郸市丛台区联纺路阳光天鸿广场nike beacon l2 750,河北邯郸市丛台区联纺路阳光天鸿广场NIKE BEACON L2 750,邯郸市丛台区联防东路505号天鸿广场C座2楼耐克专柜  ,邯郸,河北,056008,CN,+86 15100024086,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,36.626696,114.519817,"monday:09:30 - 09:30, tuesday:09:30 - 09:30, wednesday:09:30 - 09:30, thursday:09:30 - 09:30, friday:09:30 - 09:30, saturday:09:30 - 09:30, sunday:09:30 - 09:30",邯郸市丛台区联防东路505号天鸿广场C座2楼耐克专柜   邯郸 河北 056008
5070274,https://www.nike.com/retail/s/nike-inorbit-malad,Nike Inorbit Malad,"Shop No F - 47/48, First Floor, Inorbit Mall, Goregaon Link Road, Malad West",Mumbai,Maharashtra,400064,IN,1-800-344-6453,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,19.1729,72.8359,"monday:10:30 - 09:30, tuesday:10:30 - 09:30, wednesday:10:30 - 09:30, thursday:10:30 - 09:30, friday:10:30 - 09:30, saturday:10:30 - 09:30, sunday:10:30 - 09:30","Shop No F - 47/48, First Floor, Inorbit Mall, Goregaon Link Road, Malad West Mumbai Maharashtra 400064"
4733,https://www.nike.com/retail/s/nike-forum-mall,Nike Forum Mall,"The Forum,17, Ground Floor, 21 Hosur Road ",Bengaluru,Karnataka,560029,IN,1-800-344-6453,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,12.9344511,77.6113228,"monday:10:30 - 09:30, tuesday:10:30 - 09:30, wednesday:10:30 - 09:30, thursday:10:30 - 09:30, friday:10:30 - 09:30, saturday:10:30 - 09:30, sunday:10:30 - 09:30","The Forum,17, Ground Floor, 21 Hosur Road  Bengaluru Karnataka 560029"
3084,https://www.nike.com/retail/s/nike-galeria-imperio,Nike Galería Imperio,Huérfanos 830 Shop 3008 ,Santiago,Región Metropolitana,8320202,CL,+56 9 4074 5017,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,-33.439125,-70.648836,"monday:10:00 - 06:00, tuesday:10:00 - 06:00, wednesday:10:00 - 06:00, thursday:10:00 - 06:00, friday:10:00 - 06:00, saturday:Closed, sunday:Closed",Huérfanos 830 Shop 3008  Santiago Región Metropolitana 8320202
3770,https://www.nike.com/retail/s/耐克石家庄红旗换季优惠店,NIKE石家庄红旗换季优惠店,桥西区红旗大街469号汇华广场一层  ,石家庄,河北省,050000,CN,+86 311-68051601,NIKE_OWNED_STORE,38.005087,114.459831,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:10:00 - 09:00",桥西区红旗大街469号汇华广场一层   石家庄 河北省 050000
EST003,https://www.nike.com/retail/s/nike-viru,Nike Viru,Viru Väljak 4  ,Tallinn,,0,EE,3726101490,FRANCHISEE_PARTNER_STORE,59.436822,24.75495,"monday:09:00 - 09:00, tuesday:09:00 - 09:00, wednesday:09:00 - 09:00, thursday:09:00 - 09:00, friday:09:00 - 09:00, saturday:09:00 - 09:00, sunday:09:00 - 09:00",Viru Väljak 4   Tallinn  0
6627,https://www.nike.com/retail/s/nike-factory-store-monterrey-centro,Nike Factory Store - Monterrey Centro,Calle Padre Mier Oriente 252  Col. Centro,Monterrey,Nuevo León,64000,MX,+52 81 8340 5582,NIKE_OWNED_STORE,25.668211,-100.313875,"monday:11:00 - 08:00, tuesday:11:00 - 08:00, wednesday:11:00 - 08:00, thursday:11:00 - 08:00, friday:11:00 - 08:00, saturday:11:00 - 08:00, sunday:11:00 - 07:00",Calle Padre Mier Oriente 252  Col. Centro Monterrey Nuevo León 64000
4712,https://www.nike.com/retail/s/nike-triton-mall,Nike Triton Mall,"G-07, Ground Floor, Triton Mall, Jhotwara Road  ",Jaipur,Rajasthan,302012,IN,1-800-344-6453,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,26.9412121,75.7706479,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:10:00 - 09:00","G-07, Ground Floor, Triton Mall, Jhotwara Road   Jaipur Rajasthan 302012"
6,https://www.nike.com/retail/s/nike-factory-store-edinburgh,Nike Factory Store - Edinburgh,Edinburgh Premium Outlets 11656 NE Executive Dr. ,Edinburgh,IN,46124,US,+1 (812) 526-8111,NIKE_OWNED_STORE,39.308455,-85.960796,"monday:10:00 - 07:00, tuesday:10:00 - 07:00, wednesday:10:00 - 07:00, thursday:10:00 - 07:00, friday:10:00 - 08:00, saturday:10:00 - 08:00, sunday:12:00 - 06:00",Edinburgh Premium Outlets 11656 NE Executive Dr.  Edinburgh IN 46124
482144,https://www.nike.com/retail/s/耐克贵阳中华路体验店,耐克贵阳中华路体验店,贵州省贵阳市中华路137号  ,贵阳,贵州,550000,CN,+0851-85822378,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,26.582955,106.712294,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00",贵州省贵阳市中华路137号   贵阳 贵州 550000
7172,https://www.nike.com/retail/s/nike-northland,Nike Northland,Northland Shopping Centre 2-50 Murray Road Shop J-036,Preston,Victoria,3072,AU,+61 3 9964 7655,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,-37.73801505797522,145.02966499754163,"monday:09:00 - 05:00, tuesday:09:00 - 05:00, wednesday:09:00 - 05:00, thursday:09:00 - 09:00, friday:09:00 - 09:00, saturday:09:00 - 05:00, sunday:10:00 - 05:00",Northland Shopping Centre 2-50 Murray Road Shop J-036 Preston Victoria 3072
630,https://www.nike.com/retail/s/nike-factory-store-landquart,Nike Factory Store Landquart,Landquart Fashion Outlet Tardisstrasse 37 ,Landquart,Graubunden,7205,CH,+41 81 322 67 23,NIKE_OWNED_STORE,46.964679,9.553169,"monday:09:00 - 07:00, tuesday:09:00 - 07:00, wednesday:09:00 - 07:00, thursday:09:00 - 07:00, friday:09:00 - 07:00, saturday:09:00 - 07:00, sunday:09:00 - 07:00",Landquart Fashion Outlet Tardisstrasse 37  Landquart Graubunden 7205
3198,https://www.nike.com/retail/s/nike-by-yokohama,Nike by Yokohama,南幸2-15-13　横浜ビブレ 1階  ,横浜市西区,神奈川県,220-8577,JP,+81 45 534 3071,NIKE_OWNED_STORE,35.4649507,139.6182514,"monday:11:00 - 09:00, tuesday:11:00 - 09:00, wednesday:11:00 - 09:00, thursday:11:00 - 09:00, friday:11:00 - 09:00, saturday:10:00 - 09:00, sunday:10:00 - 09:00",南幸2-15-13　横浜ビブレ 1階   横浜市西区 神奈川県 220-8577
76534,https://www.nike.com/retail/s/nike-hd-garden-five,나이키 현대 가든파이브,충민로 66 현대아울렛 가든파이브점 3F  ,송파구,서울특별시,05838,KR,+82 2 2673 2308,FRANCHISEE_PARTNER_STORE,37.47812275,127.1244082,"monday:10:30 - 07:30, tuesday:10:30 - 07:30, wednesday:10:30 - 07:30, thursday:10:30 - 07:30, friday:10:30 - 08:30, saturday:10:30 - 08:30, sunday:10:30 - 08:30",충민로 66 현대아울렛 가든파이브점 3F   송파구 서울특별시 05838
42119,https://www.nike.com/retail/s/nike-hd-ilsan,나이키 현대 일산,일산서구 호수로 817  ,고양시,경기도,10391,KR,+82 31 822 3520,FRANCHISEE_PARTNER_STORE,37.6684352,126.7517087,"monday:10:30 - 07:30, tuesday:10:30 - 07:30, wednesday:10:30 - 07:30, thursday:10:30 - 07:30, friday:10:30 - 08:30, saturday:10:30 - 08:30, sunday:10:30 - 08:30",일산서구 호수로 817   고양시 경기도 10391
3859,https://www.nike.com/retail/s/耐克西安迎宾换季优惠店,NIKE西安迎宾换季优惠店,西咸新区迎宾大道中段王府井奥莱一层  ,西安,陕西省,710000,CN,+86 29-38039789,NIKE_OWNED_STORE,34.36446,109.175797,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:09:30 - 09:30, sunday:Closed",西咸新区迎宾大道中段王府井奥莱一层   西安 陕西省 710000
25543,https://www.nike.com/retail/s/nike-hd-mia,나이키 현대 미아,동소문로 315 현대백화점미아점 6F  ,성북구,서울특별시,02730,KR,+82 2 2117 1649,FRANCHISEE_PARTNER_STORE,37.60856076,127.0287523,"monday:10:30 - 07:30, tuesday:10:30 - 07:30, wednesday:10:30 - 07:30, thursday:10:30 - 07:30, friday:10:30 - 08:30, saturday:10:30 - 08:30, sunday:10:30 - 08:30",동소문로 315 현대백화점미아점 6F   성북구 서울특별시 02730
2040,https://www.nike.com/retail/s/nike-factory-store-designer-outlet-warszawa,Nike Factory Store Warsaw Fashion House,Designer Outlet Warszawa ul. Puławska 42E ,Piaseczno,,05-500,PL,+48 22 726 77 82,NIKE_OWNED_STORE,52.087264,21.021483,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:Closed",Designer Outlet Warszawa ul. Puławska 42E  Piaseczno  05-500
3876,https://www.nike.com/retail/s/耐克杭州江滨换季优惠店,NIKE杭州江滨换季优惠店,富阳区东洲街道江滨东大道889号首创奥特莱斯 F1区/层铺位编号D29/D30/D31/D32/D33/D35 ,杭州,浙江省,311400,CN,+86 571-23231155,NIKE_OWNED_STORE,30.07889,120.029427,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:10:00 - 09:00",富阳区东洲街道江滨东大道889号首创奥特莱斯 F1区/层铺位编号D29/D30/D31/D32/D33/D35  杭州 浙江省 311400
286,https://www.nike.com/retail/s/nike-factory-store-fort-worth,Nike Factory Store - Fort Worth,Tanger Outlet Center - Fort Worth 15861 N Fwy Service Rd E Suite 800 ,Fort Worth,TX,76177,US,682-831-1475,NIKE_OWNED_STORE,33.022536,-97.281701,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:10:00 - 07:00",Tanger Outlet Center - Fort Worth 15861 N Fwy Service Rd E Suite 800  Fort Worth TX 76177
5065,https://www.nike.com/retail/s/nike-cg-road-2,Nike CG Road 2,"GF-1, Shopper Plaza-III, C.G.Road, Opposite Municipal Mkt ",Ahmedabad,Gujarat,380009,IN,1-800-344-6453,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,23.0344614,72.5605576,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00","GF-1, Shopper Plaza-III, C.G.Road, Opposite Municipal Mkt  Ahmedabad Gujarat 380009"
954,https://www.nike.com/retail/s/nike-factory-store-woodmead,Nike Factory Store Woodmead,Woodmead Value Mart Woodmead Ext 5 Shop No 22 Waterfall Crescent,Johannesburg,,2148,ZA,+27(0)87 7588616,NIKE_OWNED_STORE,-26.05641,28.09272,"monday:09:00 - 06:00, tuesday:09:00 - 06:00, wednesday:09:00 - 06:00, thursday:09:00 - 06:00, friday:09:00 - 06:00, saturday:09:00 - 04:00, sunday:09:00 - 02:00",Woodmead Value Mart Woodmead Ext 5 Shop No 22 Waterfall Crescent Johannesburg  2148
174,https://www.nike.com/retail/s/nike-clearance-store-woodbridge,Nike Clearance Store - Woodbridge,Potomac Mills 2700 Potomac Mills Circle Suite 511 ,Woodbridge,VA,22192,US,+1 (703) 497-4513,NIKE_OWNED_STORE,38.643405,-77.296179,"monday:11:00 - 08:00, tuesday:11:00 - 08:00, wednesday:11:00 - 08:00, thursday:11:00 - 08:00, friday:11:00 - 08:00, saturday:11:00 - 08:00, sunday:11:00 - 06:00",Potomac Mills 2700 Potomac Mills Circle Suite 511  Woodbridge VA 22192
370,https://www.nike.com/retail/s/nike-factory-store-mebane,Nike Factory Store - Mebane,Tanger Outlet Center - Mebane 4000 Arrowhead Blvd. Suite 310 ,Mebane,NC,27302,US,+1 (919) 563-2172,NIKE_OWNED_STORE,36.074074,-79.266198,"monday:10:00 - 08:00, tuesday:10:00 - 08:00, wednesday:10:00 - 08:00, thursday:10:00 - 08:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:10:00 - 07:00",Tanger Outlet Center - Mebane 4000 Arrowhead Blvd. Suite 310  Mebane NC 27302
89,https://www.nike.com/retail/s/nike-factory-store-destin,Nike Factory Store - Destin,Nike Factory Store- Destin 10746 Emerald Coast Pkwy South Suite 159,Destin,FL,32541,US,+1 (850) 650-0111,NIKE_OWNED_STORE,30.3798228,-86.35164689999999,"monday:11:00 - 07:00, tuesday:11:00 - 07:00, wednesday:11:00 - 07:00, thursday:11:00 - 07:00, friday:11:00 - 08:00, saturday:11:00 - 08:00, sunday:12:00 - 06:00",Nike Factory Store- Destin 10746 Emerald Coast Pkwy South Suite 159 Destin FL 32541
LEB073,https://www.nike.com/retail/s/nike-hamra,Nike Hamra,Hamra Main St.  ,Beirut,,,LB,961 1741165,FRANCHISEE_PARTNER_STORE,33.89533,35.483756,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00",Hamra Main St.   Beirut  
2047,https://www.nike.com/retail/s/nike-factory-store-herblay,Nike Unite Herblay,2 Ave. Louis Armand BP 1061 ,Herblay,,95220,FR,+33 0139312435,NIKE_OWNED_STORE,49.00236,2.17516,"monday:10:00 - 07:00, tuesday:10:00 - 07:00, wednesday:10:00 - 07:00, thursday:10:00 - 07:00, friday:10:00 - 07:00, saturday:10:00 - 07:00, sunday:10:00 - 07:00",2 Ave. Louis Armand BP 1061  Herblay  95220
91127,https://www.nike.com/retail/s/nike-lotte-nowon,나이키 롯데 노원,동일로 1414 롯데백화점노원점 8F  ,노원구,서울특별시,01695,KR,+82 2 950 2634,FRANCHISEE_PARTNER_STORE,37.65542243,127.0611195,"monday:10:00 - 08:00, tuesday:10:00 - 08:00, wednesday:10:00 - 08:00, thursday:10:00 - 08:00, friday:10:00 - 08:00, saturday:10:00 - 08:00, sunday:10:00 - 08:00",동일로 1414 롯데백화점노원점 8F   노원구 서울특별시 01695
195049,https://www.nike.com/retail/s/耐克南通金鹰购物中心体验店,耐克南通金鹰购物中心体验店,江苏省南通市崇川区南大街28号金鹰国际购物中心1-2楼锐力南通南大街金鹰购物中心BEACON  ,南通市,,226000,CN,+0513-89023606,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,32.014704,120.86532,"monday:09:30 - 09:30, tuesday:09:30 - 09:30, wednesday:09:30 - 09:30, thursday:09:30 - 09:30, friday:09:30 - 10:30, saturday:09:30 - 10:30, sunday:09:30 - 09:30",江苏省南通市崇川区南大街28号金鹰国际购物中心1-2楼锐力南通南大街金鹰购物中心BEACON   南通市  226000
3855,https://www.nike.com/retail/s/耐克北京丰台换季优惠店,NIKE北京丰台换季优惠店,丰台区南四环西路76号花乡奥莱村  ,北京,北京,100070,CN,+86 10-83702810,NIKE_OWNED_STORE,39.827605,116.323973,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:10:00 - 09:00",丰台区南四环西路76号花乡奥莱村   北京 北京 100070
